lat,lon,alt,timestamp,ecef_x,ecef_y,ecef_z
22.30115538,114.17900033,6.5958929,1556456301.0,-2418178.111421435,5385969.029692094,2405301.810792346
22.3011553,114.17900034,6.58528151,1556456302.0,-2418178.1097171595,5385969.02338042,2405301.798569449
22.30115521,114.17900036,6.57434173,1556456303.0,-2418178.109000579,5385969.016752869,2405301.7851974196
22.30115514,114.17900036,6.56362493,1556456304.0,-2418178.1061442136,5385969.010390934,2405301.77395904
22.30115507,114.17900037,6.55334213,1556456305.0,-2418178.1043923427,5385969.003973257,2405301.762885353
22.30115501,114.17900038,6.54357992,1556456306.0,-2418178.102665638,5385968.997611632,2405301.7530337344
22.30115495,114.17900039,6.53439194,1556456307.0,-2418178.1011565384,5385968.991734676,2405301.7434000215
22.3011549,114.17900039,6.5258461,1556456308.0,-2418178.098778638,5385968.986438418,2405301.7350345026
22.30115486,114.1790004,6.51800726,1556456309.0,-2418178.097436573,5385968.980933493,2405301.7279617894
22.30115482,114.17900041,6.51090777,1556456310.0,-2418178.096374686,5385968.9760526065,2405301.7211696417
22.30115478,114.17900041,6.50446095,1556456311.0,-2418178.0946201007,5385968.9721446475,2405301.714625166
22.30115474,114.17900042,6.49862907,1556456312.0,-2418178.0940385764,5385968.968333666,2405301.708314043
22.30115471,114.17900042,6.49331445,1556456313.0,-2418178.092540928,5385968.964997979,2405301.703223726
22.30115468,114.17900043,6.4885035,1556456314.0,-2418178.092174176,5385968.961665353,2405301.698324539
22.30115465,114.17900043,6.48413343,1556456315.0,-2418178.0910344673,5385968.959126897,2405301.693592654
22.30115462,114.17900043,6.48005939,1556456316.0,-2418178.090006939,5385968.956838301,2405301.688973105
22.30115459,114.17900044,6.4762136,1556456317.0,-2418178.090005935,5385968.954320303,2405301.6844401723
22.30115456,114.17900045,6.47259239,1556456318.0,-2418178.0900900387,5385968.951991862,2405301.679992462
22.30115454,114.17900046,6.46921801,1556456319.0,-2418178.0900955643,5385968.949488406,2405301.6766629345
22.30115451,114.17900046,6.46606653,1556456320.0,-2418178.0894176424,5385968.947978483,2405301.6723934747
22.30115449,114.17900047,6.46312189,1556456321.0,-2418178.08958602,5385968.945837742,2405301.669227022
22.30115446,114.17900048,6.46040102,1556456322.0,-2418178.0900113075,5385968.944269217,2405301.665120968
22.30115444,114.17900049,6.45790045,1556456323.0,-2418178.090347966,5385968.9425032865,2405301.6621230296
22.30115442,114.1790005,6.45558772,1556456324.0,-2418178.0907558063,5385968.9408959,2405301.659196371
22.30115438,114.17900049,6.4534188,1556456325.0,-2418178.089682312,5385968.941020686,2405301.6542752497
22.30114957,114.17899578,6.37570337,1556456326.0,-2418177.700264591,5385969.258601244,2405301.131991223
22.30114074,114.17898494,6.37634094,1556456327.0,-2418176.8334904057,5385970.055136399,2405300.2275840538
22.30112795,114.17896959,6.37616623,1556456328.0,-2418175.610611539,5385971.193135156,2405298.9171595443
22.30111247,114.17895193,6.38444963,1556456329.0,-2418174.220088751,5385972.538885653,2405297.3343492337
22.30109727,114.1789372,6.39519393,1556456330.0,-2418173.101107331,5385973.752317987,2405295.781159099
22.30107995,114.17892673,6.41763201,1556456331.0,-2418172.4234971544,5385974.877094946,2405294.015208426
22.30105961,114.17892344,6.40884815,1556456332.0,-2418172.460974228,5385975.78825623,2405291.9280051067
22.30103867,114.17892942,6.39995576,1556456333.0,-2418173.3801445025,5385976.33108474,2405289.7792892046
22.30101852,114.17894243,6.38280124,1556456334.0,-2418174.943428107,5385976.539952892,2405287.70837471
22.30099676,114.17895987,6.38929175,1556456335.0,-2418176.959815338,5385976.643526474,2405285.481485049
22.30097258,114.17898134,6.38090224,1556456336.0,-2418179.3910468863,5385976.657221063,2405283.001014915
22.30094653,114.1790062,6.3810788,1556456337.0,-2418182.176379604,5385976.6067527365,2405280.3322098725
22.30091895,114.17903391,6.38742056,1556456338.0,-2418185.258290239,5385976.499851578,2405277.5089924014
22.30088881,114.17906378,6.4042806,1556456339.0,-2418188.591293795,5385976.408796755,2405274.427488757
22.30085586,114.1790959,6.41291135,1556456340.0,-2418192.1810488408,5385976.323548826,2405271.054971619
22.30082052,114.17913028,6.39329509,1556456341.0,-2418196.013680864,5385976.210688883,2405267.426874529
22.30078315,114.17916617,6.38724037,1556456342.0,-2418200.028335098,5385976.123357884,2405263.5959451264
22.30074327,114.17920386,6.39611342,1556456343.0,-2418204.2610514998,5385976.068868774,2405259.5135246753
22.30070259,114.17924197,6.42761905,1556456344.0,-2418208.5555946603,5385976.046417054,2405255.357729725
22.30066351,114.17927865,6.45892572,1556456345.0,-2418212.6881001373,5385976.02281193,2405251.365781429
22.30062568,114.17931381,6.47404305,1556456346.0,-2418216.650071885,5385976.001772872,2405247.4957538648
22.30058968,114.17934728,6.48747594,1556456347.0,-2418220.421043693,5385975.980484734,2405243.8125735368
22.30055193,114.17937808,6.51426974,1556456348.0,-2418223.976209997,5385976.150242323,2405239.955170913
22.30050859,114.17940827,6.56061587,1556456349.0,-2418227.5776539175,5385976.576526919,2405235.53247869
22.30046119,114.17944072,6.58697035,1556456350.0,-2418231.4538454204,5385977.046179489,2405230.686242757
22.3004121,114.17947657,6.60037151,1556456351.0,-2418235.673824834,5385977.4261746295,2405225.661945474
22.30036221,114.17951696,6.63000415,1556456352.0,-2418240.3404976963,5385977.658912636,2405220.5618437943
22.3003116,114.17956109,6.66803691,1556456353.0,-2418245.3743169573,5385977.768480668,2405215.391162085
22.30026161,114.17960666,6.70442202,1556456354.0,-2418250.5322050857,5385977.79210569,2405210.2833737424
22.30021387,114.17965138,6.73597856,1556456355.0,-2418255.56963565,5385977.761273282,2405205.404269296
22.30017054,114.17969184,6.78374778,1556456356.0,-2418260.136856346,5385977.754869873,2405200.983130635
22.30013466,114.17972468,6.81433316,1556456357.0,-2418263.853039332,5385977.769993115,2405197.318741174
22.30010775,114.17974955,6.83723636,1556456358.0,-2418266.662723637,5385977.771172683,2405194.5704348474
22.30009221,114.17976327,6.86280879,1556456359.0,-2418268.2295960053,5385977.809367564,2405192.9880262055
22.30008806,114.17976916,6.8810119,1556456360.0,-2418268.861598106,5385977.735213716,2405192.5697554876
22.30008879,114.17977046,6.89606681,1556456361.0,-2418268.976943315,5385977.665069104,2405192.650258541
22.30008947,114.17977213,6.90116715,1556456362.0,-2418269.1241577505,5385977.572822599,2405192.7218616297
22.3000916,114.17977428,6.89875796,1556456363.0,-2418269.2886917703,5385977.398396425,2405192.9391713464
22.30009218,114.17977469,6.89860304,1556456364.0,-2418269.3171919025,5385977.358728051,2405192.998535032
22.30009327,114.17977659,6.84579021,1556456365.0,-2418269.457023336,5385977.192176877,2405193.0901680617
22.30009387,114.17977849,6.75440538,1556456366.0,-2418269.5906706713,5385977.011852476,2405193.1169629064
22.30009396,114.17977928,6.71256655,1556456367.0,-2418269.6475285506,5385976.939745742,2405193.110307569
22.30009395,114.17977944,6.71140712,1556456368.0,-2418269.662301761,5385976.932397384,2405193.108843089
22.3000939,114.17977949,6.71071937,1556456369.0,-2418269.667601831,5385976.931623185,2405193.103459491
22.30009387,114.17977948,6.71038455,1556456370.0,-2418269.667051245,5385976.932912626,2405193.1002588645
22.30009383,114.17977944,6.70960204,1556456371.0,-2418269.663683022,5385976.935473732,2405193.0958638345
22.30009379,114.17977937,6.70766913,1556456372.0,-2418269.657058742,5385976.938330059,2405193.091032275
22.30009376,114.17977929,6.70443234,1556456373.0,-2418269.648828195,5385976.9401246095,2405193.0867304746
22.30009374,114.17977921,6.70039434,1556456374.0,-2418269.640121906,5385976.940859584,2405193.0831491738
22.30009371,114.17977914,6.69575558,1556456375.0,-2418269.6323000896,5385976.941048756,2405193.0783153847
22.30009369,114.17977908,6.6906012,1556456376.0,-2418269.625050791,5385976.939997329,2405193.0743104653
22.30009368,114.17977902,6.68505014,1556456377.0,-2418269.6174790524,5385976.938227767,2405193.071179547
22.30009366,114.17977896,6.67929893,1556456378.0,-2418269.6100035743,5385976.936672598,2405193.0669481563
22.30009365,114.17977892,6.67352367,1556456379.0,-2418269.6042269333,5385976.933869667,2405193.0637321635
22.30009364,114.17977887,6.6678798,1556456380.0,-2418269.5975600546,5385976.9315997055,2405193.0605660295
22.30009363,114.17977883,6.66229386,1556456381.0,-2418269.5918551576,5385976.928956568,2405193.0574218757
22.30009362,114.17977878,6.65679007,1556456382.0,-2418269.585241364,5385976.926804836,2405193.054308895
22.30009361,114.17977874,6.65135504,1556456383.0,-2418269.5795936584,5385976.924289072,2405193.0512220063
22.30009356,114.17977873,6.64585614,1556456384.0,-2418269.577430279,5385976.921986498,2405193.0440127803
22.30008955,114.1797815,6.52155344,1556456385.0,-2418269.8597283796,5385976.853871102,2405192.5860105227
22.3000838,114.17978684,6.48835934,1556456386.0,-2418270.448088592,5385976.820881642,2405191.9843127057
22.30007564,114.17979447,6.45584053,1556456387.0,-2418271.293450254,5385976.784189693,2405191.135960496
22.30006399,114.17980468,6.42905011,1556456388.0,-2418272.443577114,5385976.777219084,2405189.9322225377
22.30004802,114.17981758,6.42303928,1556456389.0,-2418273.928798562,5385976.839846317,2405188.2937744022
22.30002204,114.17983279,6.42749848,1556456390.0,-2418275.8074172,5385977.19751889,2405185.6337487367
22.29998702,114.1798417,6.45013502,1556456391.0,-2418277.2562926975,5385978.182959561,2405182.054448573
22.29994967,114.17983738,6.48321672,1556456392.0,-2418277.5055669458,5385979.824925601,2405178.2403963427
22.29991548,114.17981976,6.48192257,1556456393.0,-2418276.437184604,5385981.878097023,2405174.7370493854
22.29988304,114.17979062,6.42364311,1556456394.0,-2418274.2341693533,5385984.302310446,2405171.391370457
22.29985057,114.1797531,6.38949287,1556456395.0,-2418271.2530651214,5385987.101730204,2405168.0517731733
22.2998184,114.17970984,6.35403524,1556456396.0,-2418267.726720077,5385990.130810207,2405164.742414889
22.29978643,114.17966619,6.35308246,1556456397.0,-2418264.173343789,5385993.197803858,2405161.4666394033
22.29975565,114.17962382,6.33687021,1556456398.0,-2418260.7140242574,5385996.152274449,2405158.3069917387
22.29972425,114.17958179,6.34953677,1556456399.0,-2418257.308276791,5385999.1405317355,2405155.09478079
22.29968984,114.17953623,6.37595558,1556456400.0,-2418253.62770874,5386002.404760695,2405151.5794044514
22.29965259,114.17948612,6.38959749,1556456401.0,-2418249.563455996,5386005.959102742,2405147.7682129527
22.29961338,114.17943286,6.40240999,1556456402.0,-2418245.236504711,5386009.720819806,2405143.75589809
22.2995737,114.17937937,6.42464068,1556456403.0,-2418240.8995845774,5386013.518203678,2405139.699002965
22.29953189,114.17932401,6.45016721,1556456404.0,-2418236.4247783176,5386017.478935517,2405135.4251325345
22.29948725,114.1792666,6.48151323,1556456405.0,-2418231.8081679647,5386021.639573886,2405130.863527117
22.29944035,114.17920819,6.50699462,1556456406.0,-2418227.1342189144,5386025.924090589,2405126.0681511248
22.29939167,114.17914859,6.50104233,1556456407.0,-2418222.367119229,5386030.300523562,2405121.078479714
22.29934175,114.17908824,6.53641117,1556456408.0,-2418217.5665077153,5386034.79101086,2405115.977443918
22.29929196,114.17902764,6.56840211,1556456409.0,-2418212.738869199,5386039.284207223,2405110.8884434453
22.29924499,114.17896841,6.61902351,1556456410.0,-2418207.9985361076,5386043.627204155,2405106.0954282116
22.29919883,114.17890931,6.71473639,1556456411.0,-2418203.273563325,5386047.971717707,2405101.40250804
22.29915176,114.17884827,6.79764075,1556456412.0,-2418198.377021176,5386052.422172948,2405096.611493671
22.29910537,114.17878688,6.88070052,1556456413.0,-2418193.43592546,5386056.861458172,2405091.890204755
22.29906023,114.17872344,6.97791292,1556456414.0,-2418188.285963432,5386061.351288099,2405087.302350853
22.29901602,114.17865933,7.0635083,1556456415.0,-2418183.0526027377,5386065.823934238,2405082.805368958
22.29896585,114.17860191,7.16975356,1556456416.0,-2418178.5585183487,5386070.260101994,2405077.7055989504
22.29891717,114.1785467,7.26862008,1556456417.0,-2418174.2437380156,5386074.539647696,2405072.755682728
22.29886927,114.17849388,7.41007574,1556456418.0,-2418170.156337414,5386078.724365589,2405067.901838246
22.29882394,114.17844075,7.52666329,1556456419.0,-2418165.986136516,5386082.802660212,2405063.301861401
22.29878132,114.17838923,7.64143486,1556456420.0,-2418161.919951652,5386086.707589414,2405058.9788428214
22.29874018,114.17834029,7.75899302,1556456421.0,-2418158.0718798717,5386090.449246893,2405054.808511323
22.29869887,114.17829279,7.85484279,1556456422.0,-2418154.3538687276,5386094.118317328,2405050.6125244177
22.29865776,114.17824424,7.96983568,1556456423.0,-2418150.5409589857,5386097.840189197,2405046.4442904317
22.29861487,114.17819389,8.11158194,1556456424.0,-2418146.599604051,5386101.728833788,2405042.103838768
22.29856978,114.17814273,8.22289176,1556456425.0,-2418142.6084242086,5386105.710295407,2405037.5264389506
22.29852335,114.17809222,8.33188872,1556456426.0,-2418138.7005244913,5386109.713728618,2405032.81087199
22.298474,114.17804346,8.45241282,1556456427.0,-2418135.011745086,5386113.764952184,2405027.8005121932
22.29842099,114.17799228,8.58813749,1556456428.0,-2418131.1642092466,5386118.0714230575,2405022.4209372313
22.29836965,114.17794079,8.67161197,1556456429.0,-2418127.238985697,5386122.282856484,2405017.192632587
22.29831888,114.17788553,8.74251415,1556456430.0,-2418122.9447803204,5386126.620932863,2405012.0179543006
22.29827143,114.17783137,8.83147576,1556456431.0,-2418118.703684818,5386130.800564541,2405007.190273179
22.29822637,114.17777814,8.97221125,1556456432.0,-2418114.528498705,5386134.893031062,2405002.6270995867
22.29818348,114.17772671,9.10316363,1556456433.0,-2418110.4814669793,5386138.818090424,2404998.282537418
22.29814417,114.17767999,9.23850315,1556456434.0,-2418106.817253791,5386142.410845264,2404994.30642358
22.29810914,114.17763781,9.3724431,1556456435.0,-2418103.5056411116,5386145.646756411,2404990.768280571
22.29807647,114.17759811,9.50608615,1556456436.0,-2418100.3864354114,5386148.687289124,2404987.4718153863
22.29804369,114.17755922,9.6602528,1556456437.0,-2418097.3530409136,5386151.715172849,2404984.1718665035
22.29800869,114.17751688,9.80653766,1556456438.0,-2418094.0305365524,5386154.967095399,2404980.641478079
22.2979717,114.17747156,9.95575087,1556456439.0,-2418090.463242861,5386158.423528773,2404976.9083160073
22.29793355,114.17742306,10.14057867,1556456440.0,-2418086.6304612006,5386162.088688505,2404973.069818952
22.29789679,114.17737035,10.28392779,1556456441.0,-2418082.362270704,5386165.843231166,2404969.3579939897
22.29785858,114.17731723,10.38329892,1556456442.0,-2418078.063818157,5386169.633529404,2404965.480923094
22.29781822,114.17726233,10.53118123,1556456443.0,-2418073.6534072887,5386173.622299081,2404961.401980582
22.29777626,114.17720518,10.65062484,1556456444.0,-2418069.048230921,5386177.743343046,2404957.1483196607
22.29773385,114.17714965,10.76796674,1556456445.0,-2418064.6022851705,5386181.811485465,2404952.847755445
22.29769005,114.17709564,10.83775191,1556456446.0,-2418060.305120235,5386185.8286094535,2404948.386734334
22.29764513,114.17704113,10.92416339,1556456447.0,-2418055.9865176855,5386189.923791142,2404943.8172711767
22.29759927,114.17698864,11.04422178,1556456448.0,-2418051.886726664,5386193.998146079,2404939.1642655293
22.29755274,114.17693596,11.17245138,1556456449.0,-2418047.7836925955,5386198.113090845,2404934.445714011
22.29750522,114.17688205,11.29764983,1556456450.0,-2418043.580909433,5386202.315325978,2404929.6245807465
22.29745956,114.17682997,11.45563448,1556456451.0,-2418039.530570142,5386206.396705088,2404925.0064506256
22.29741559,114.17677855,11.65290258,1556456452.0,-2418035.528074323,5386210.418606165,2404920.57637165
22.29737648,114.17672904,11.81278634,1556456453.0,-2418031.6073334287,5386214.142060385,2404916.6300360993
22.2973361,114.1766814,11.97733818,1556456454.0,-2418027.8860020554,5386217.83920862,2404912.5553530287
22.29729842,114.1766334,12.13375729,1556456455.0,-2418024.0812820634,5386221.441192069,2404908.754210422
22.29726217,114.17658486,12.2869111,1556456456.0,-2418020.199949649,5386225.008393568,2404905.0983378747
22.2972293,114.17653477,12.45179152,1556456457.0,-2418016.1191850756,5386228.521350663,2404901.7932102615
22.29720138,114.17648248,12.62321848,1556456458.0,-2418011.7489063195,5386231.942946346,2404898.9977163514
22.29718043,114.17642705,12.78215069,1556456459.0,-2418006.9587739864,5386235.219354214,2404896.911590564
22.29716822,114.1763655,12.93233198,1556456460.0,-2418001.439608917,5386238.4116542,2404895.7175986185
22.29716002,114.1763013,13.05318741,1556456461.0,-2417995.5912087653,5386241.537331963,2404894.9233235205
22.29715823,114.17623507,13.19137536,1556456462.0,-2417989.44824276,5386244.517615567,2404894.792359448
22.29716176,114.17616791,13.35620529,1556456463.0,-2417983.1364025623,5386247.355718415,2404895.2165628946
22.29717022,114.17610089,13.5103175,1556456464.0,-2417976.7488311315,5386249.989897799,2404896.1418018523
22.29717649,114.17603699,13.67530636,1556456465.0,-2417970.6963646845,5386252.585521649,2404896.846791624
22.29718169,114.17597855,13.82409327,1556456466.0,-2417965.169450084,5386254.9780549295,2404897.4360076324
22.29718513,114.17592989,13.95882825,1556456467.0,-2417960.586889229,5386257.013451122,2404897.8395718434
22.29718811,114.17588956,14.13740453,1556456468.0,-2417956.811940023,5386258.751943393,2404898.2126407404
22.29719513,114.17585472,14.09998176,1556456469.0,-2417953.4017342115,5386259.92157884,2404898.917674428
22.29719536,114.17581895,13.87688971,1556456470.0,-2417949.950578017,5386261.2339933785,2404898.8565954687
22.2971948,114.17578725,13.35542856,1556456471.0,-2417946.782569953,5386262.153079751,2404898.601372793
22.29719573,114.17575962,12.99876198,1556456472.0,-2417944.033980147,5386262.9823954245,2404898.56133251
22.29719987,114.17572379,12.83670458,1556456473.0,-2417940.5330324923,5386264.198987741,2404898.9240086996
22.29720389,114.17568395,12.73564177,1556456474.0,-2417936.680288359,5386265.640887417,2404899.297532308
22.29721168,114.17564091,12.60385326,1556456475.0,-2417932.4502078095,5386267.047391675,2404900.0456524584
22.29722418,114.17559861,12.31952701,1556456476.0,-2417928.150852979,5386268.113379812,2404901.2184595936
22.29724514,114.17556071,12.30058923,1556456477.0,-2417924.2201285446,5386268.893426016,2404903.3587245196
22.29727458,114.17553025,12.34311093,1556456478.0,-2417920.8662039717,5386269.086340953,2404906.3911230727
22.29731007,114.17550714,12.24824608,1556456479.0,-2417918.0470844335,5386268.621220515,2404909.991245355
22.29734994,114.17549346,11.96023751,1556456480.0,-2417915.9659139104,5386267.427233837,2404913.9668364516
22.29739426,114.17549033,11.70203486,1556456481.0,-2417914.8112543668,5386265.642620845,2404918.4096576027
22.29744148,114.17549712,11.60989956,1556456482.0,-2417914.602179952,5386263.468393772,2404923.2126034955
22.29749319,114.17550713,11.55509597,1556456483.0,-2417914.632698328,5386261.0176886795,2404928.4897325123
22.29754949,114.17551663,11.56099003,1556456484.0,-2417914.559291831,5386258.463802304,2404934.2601551036
22.2976102,114.17552561,11.54659957,1556456485.0,-2417914.3534319215,5386255.745699367,2404940.4747030265
22.29767397,114.17553525,11.45196851,1556456486.0,-2417914.1265579686,5386252.814719601,2404946.9723138125
22.29774206,114.17554577,11.42589233,1556456487.0,-2417913.934051111,5386249.738877313,2404953.938535133
22.29781353,114.17555714,11.43575371,1556456488.0,-2417913.7769053467,5386246.527935743,2404961.264683883
22.29788753,114.17556939,11.36707192,1556456489.0,-2417913.629187814,5386243.116577797,2404968.820237088
22.29796524,114.1755822,11.3445878,1556456490.0,-2417913.487777187,5386239.578367924,2404976.7734195157
22.29804701,114.17559488,11.41084007,1556456491.0,-2417913.29790343,5386235.964913311,2404985.1762298807
22.29813136,114.17560798,11.44313439,1556456492.0,-2417913.0902457586,5386232.206167913,2404993.8304824536
22.29821591,114.17562132,11.47664251,1556456493.0,-2417912.9021615805,5386228.430641488,2405002.5056813285
22.29830372,114.17563423,11.53542648,1556456494.0,-2417912.627129908,5386224.569626113,2405011.5244652396
22.29839461,114.17564781,11.53713811,1556456495.0,-2417912.3404528047,5386220.514091461,2405020.8371466044
22.29848376,114.17566132,11.50928839,1556456496.0,-2417912.065926633,5386216.503241994,2405029.9603359504
22.2985762,114.1756753,11.54965004,1556456497.0,-2417911.804810549,5386212.40401118,2405039.446473827
22.29866521,114.17568902,11.5916943,1556456498.0,-2417911.578902985,5386208.448635911,2405048.581828127
22.29875066,114.17570233,11.66199315,1556456499.0,-2417911.386409061,5386204.670859449,2405057.3631629106
22.29883082,114.1757149,11.71291595,1556456500.0,-2417911.2080284227,5386201.11071956,2405065.595161506
22.29890803,114.17572731,11.78689203,1556456501.0,-2417911.07409768,5386197.689858908,2405073.53366518
22.2989811,114.17573888,11.85630505,1556456502.0,-2417910.930705655,5386194.459279768,2405081.046276198
22.29904982,114.17575046,11.92509689,1556456503.0,-2417910.862866231,5386191.3944900995,2405088.1129756877
22.29911124,114.17576127,11.97238248,1556456504.0,-2417910.840103925,5386188.623859068,2405094.423602306
22.29916293,114.17577106,12.01751188,1556456505.0,-2417910.8880649656,5386186.267418979,2405099.7365376926
22.29920744,114.17577986,12.05562667,1556456506.0,-2417910.963850359,5386184.222058088,2405104.31119522
22.29923932,114.17578622,12.07442423,1556456507.0,-2417911.020272165,5386182.747495607,2405107.584537282
22.29925932,114.17579016,12.11587442,1556456508.0,-2417911.06220873,5386181.849565567,2405109.6493298444
22.29927138,114.17579263,12.10304609,1556456509.0,-2417911.08201838,5386181.272214026,2405110.880047986
22.29927784,114.17579095,11.7472403,1556456510.0,-2417910.6781065525,5386180.7951598065,2405111.406887164
22.29927849,114.17579027,11.62982968,1556456511.0,-2417910.5585089345,5386180.699837674,2405111.428930929
22.29927903,114.17579042,11.47511662,1556456512.0,-2417910.5046953717,5386180.542219936,2405111.4255506336
22.29927894,114.17579107,11.37187812,1556456513.0,-2417910.5282302406,5386180.431099322,2405111.377156564
22.29927909,114.17579095,11.29127591,1556456514.0,-2417910.4838272883,5386180.362379865,2405111.3619404756
22.29927901,114.1757912,11.22127856,1556456515.0,-2417910.482182852,5386180.295813883,2405111.3271841095
22.29927871,114.17579052,11.43895742,1556456516.0,-2417910.5059014377,5386180.5197454635,2405111.379045201
22.29927875,114.17579064,11.45326545,1556456517.0,-2417910.521915374,5386180.525225044,2405111.3885724326
22.29927883,114.17579091,11.42911705,1556456518.0,-2417910.536770454,5386180.490381451,2405111.3876057104
22.29927889,114.17579124,11.37534372,1556456519.0,-2417910.546384899,5386180.428767055,2405111.373348907
22.29927894,114.1757916,11.29599614,1556456520.0,-2417910.5493012764,5386180.344683588,2405111.3483635625
22.29927899,114.17579193,11.20162625,1556456521.0,-2417910.5437053526,5386180.249186302,2405111.317678085
22.29927903,114.17579223,11.09660334,1556456522.0,-2417910.531424768,5386180.146346491,2405111.2819258445
22.29927907,114.1757925,10.98519298,1556456523.0,-2417910.5139037156,5386180.039381263,2405111.2437499217
22.29928281,114.17579547,9.75914536,1556456524.0,-2417910.264184165,5386178.735816482,2405111.1617077156
22.2992978,114.17579861,9.31333326,1556456525.0,-2417910.1324970606,5386177.652409237,2405112.528319483
22.29931846,114.17580249,8.88901309,1556456526.0,-2417909.980949712,5386176.33856915,2405114.4839951117
22.29933267,114.17580523,8.4613815,1556456527.0,-2417909.8319703382,5386175.317286337,2405115.7775911144
22.29934159,114.17580676,8.4383218,1556456528.0,-2417909.813568813,5386174.8913301695,2405116.6827229084
22.29935367,114.17580909,8.43963784,1556456529.0,-2417909.8252318026,5386174.331057601,2405117.9208556833
22.29937503,114.17581285,8.4527416,1556456530.0,-2417909.8161013843,5386173.364662047,2405120.114225745
22.29940528,114.1758179,8.46429807,1556456531.0,-2417909.774674389,5386172.0017447015,2405123.2178160665
22.29944341,114.17582447,8.47101773,1556456532.0,-2417909.7387050837,5386170.268537554,2405127.126900312
22.29948939,114.1758329,8.50790982,1556456533.0,-2417909.7539363303,5386168.181391084,2405131.851688419
22.29954214,114.17584434,8.50902543,1556456534.0,-2417909.9220702033,5386165.677507219,2405137.2565062596
22.29960067,114.17585852,8.50772359,1556456535.0,-2417910.247399739,5386162.834385145,2405143.2525826604
22.29966409,114.17587534,8.53302312,1556456536.0,-2417910.7468337524,5386159.714853366,2405149.7597450414
22.29973213,114.17589494,8.54143452,1556456537.0,-2417911.421699419,5386156.286644284,2405156.733828387
22.29980508,114.17591692,8.54991905,1556456538.0,-2417912.235829329,5386152.569836322,2405164.2109792684
22.29988216,114.17594043,8.58279218,1556456539.0,-2417913.1319527733,5386148.650721934,2405172.120510404
22.29996229,114.17596604,8.58989977,1556456540.0,-2417914.163233078,5386144.504312124,2405180.33274107
22.30004603,114.17599258,8.61092671,1556456541.0,-2417915.2250824897,5386140.192010055,2405188.920102795
